,sentence,intent
14993,구로중앙하이츠아파트 버스  예정 얼마나 언제,bus
14994,고용노동부관악지청 버스  예정 시간 남았어,bus
14995,남구로시장입구 버스  정보 얼마나 남았어,bus
14996,구로1동주민센터 버스   얼마나 남았어,bus
14997,구로주공 버스  정보  남았어,bus
14998,구로도서관 버스 도착  얼마나 알려줘,bus
14999,화원복지관 버스 도착 시간 얼마나 알려줘,bus
15000,고용노동부관악지청 버스 도착 시간  언제와,bus
15001,KEB하나은행구로공원지점 버스 도착  몇분,bus
15002,신도림동 버스 도착 시간 몇분 언제와,bus
15003,국민은행 버스   얼마나 알려줘,bus
15004,구로3동주민센터 버스 도착  몇분 언제,bus
15005,구로4동우체국 버스  시간 얼마나 남았어,bus
15006,구로고 버스 도착   언제,bus
15007,고대구로병원정문 버스   몇분 언제와,bus
15008,대성스카이렉스 버스  예정  알려줘,bus
15009,코오롱싸이언스밸리 버스  예정 시간 남았어,bus
15010,구로도서관 버스 도착 시간  알려줘,bus
15011,화원복지관 버스 도착  몇분 알려줘,bus
15012,구로도서관 버스    언제와,bus
15013,이펜하우스5단지후문 버스  시간 몇분 알려줘,bus
15014,구로역 버스 도착 시간 몇분 알려줘,bus
15015,대성스카이렉스 버스  예정 시간 언제,bus
15016,구로초등학교 버스 도착 정보 시간 언제야,bus
15017,구로변전소 버스  예정 몇분 남았어,bus
15018,이마트구로점 버스   몇분 언제와,bus
15019,한국산업단지공단 버스  예정 시간 알려줘,bus
15020,구로시장 버스  시간 얼마나 알려줘,bus
15021,코오롱싸이언스밸리 버스 도착 예정  언제야,bus
15022,고대구로병원정문 버스  정보  남았어,bus
15023,KEB하나은행구로공원지점 버스 도착  몇분 언제와,bus
15024,구로중앙하이츠아파트 버스 도착 시간 얼마나 남았어,bus
15025,연예인APT 버스  시간  언제,bus
15026,AK플라자 버스  예정 얼마나 언제야,bus
15027,구로고 버스  시간 얼마나 언제와,bus
15028,남구로시장 버스    남았어,bus
15029,구로도서관 버스  시간 몇분 언제,bus
15030,구로구민회관 버스  시간  언제와,bus
15031,이펜하우스5단지후문 버스   시간,bus
15032,구로도서관 버스 도착 시간 얼마나,bus
15033,구로아트밸리 버스 도착 시간 얼마나 남았어,bus
15034,코오롱싸이언스밸리 버스  시간 시간 언제와,bus
15035,구로3동주민센터 버스 도착 시간 몇분 언제와,bus
15036,베스트웨스턴구로호텔 버스 도착  얼마나 알려줘,bus
15037,구로보건소 버스   몇분 언제와,bus
15038,삼성래미안아파트 버스   몇분 언제,bus
15039,남부지방법원등기국 버스  시간 얼마나 언제야,bus
15040,고용노동부관악지청 버스 도착 시간 얼마나 언제야,bus
15041,베스트웨스턴구로호텔 버스 도착 정보 몇분 언제와,bus
15042,동양미래대학 버스 도착 시간 몇분 언제와,bus
15043,구로역 버스  정보 몇분 언제야,bus
15044,신도림동 버스 도착 예정 몇분 남았어,bus
15045,거리공원 버스 도착 시간 몇분 남았어,bus
15046,구로보건소 버스   몇분 알려줘,bus
15047,고용노동부관악지청 버스 도착 시간 시간 남았어,bus
15048,신도림동 버스  시간 몇분 언제와,bus
15049,연예인APT 버스  시간  알려줘,bus
15050,구로성심병원 버스 도착 예정 몇분 언제와,bus
15051,구로아트밸리 버스 도착 정보  남았어,bus
15052,연예인APT 버스 도착 정보 얼마나 알려줘,bus
15053,구로4동우체국 버스  예정 얼마나,bus
15054,구로중앙하이츠아파트 버스   얼마나 언제야,bus
15055,구로세무서(에이스하이테크시티) 버스 도착 시간 몇분 언제,bus
15056,이펜하우스3단지후문 버스 도착 예정 얼마나 언제야,bus
15057,구로중앙하이츠아파트 버스 도착  얼마나 알려줘,bus
15058,구로변전소 버스    언제와,bus
15059,구로세무서(에이스하이테크시티) 버스 도착 예정 얼마나 언제와,bus
15060,구로3동주민센터 버스  시간  언제와,bus
15061,연예인APT 버스 도착 시간 몇분 언제야,bus
15062,구로3동주민센터 버스  정보 몇분 언제,bus
15063,신도림동 버스   시간 언제와,bus
15064,구일우성APT 버스 도착  시간 알려줘,bus
15065,이마트구로점 버스 도착 정보 시간 언제,bus
15066,구로초등학교 버스 도착 시간 몇분 남았어,bus
15067,신도림동 버스 도착 예정  언제야,bus
15068,구로보건소 버스  정보 시간 언제야,bus
15069,금호새솔아파트 버스 도착  시간 언제,bus
15070,구로주공 버스 도착   언제와,bus
15071,구로역 버스  정보  남았어,bus
15072,삼성래미안아파트 버스  시간  언제,bus
15073,나인스애비뉴 버스 도착 정보 몇분 언제,bus
15074,구로1동주민센터 버스,bus
15075,고용노동부관악지청 버스 도착 예정 시간 알려줘,bus
15076,베스트웨스턴구로호텔 버스 도착  얼마나 언제와,bus
15077,남구로시장 버스   시간 남았어,bus
15078,구로4동우체국 버스  예정 시간 언제야,bus
15079,고대구로병원정문 버스  시간 시간 알려줘,bus
15080,KEB하나은행구로공원지점 버스 도착  얼마나 알려줘,bus
15081,국민은행 버스  예정  알려줘,bus
15082,구로보건소 버스 도착 예정 시간 언제,bus
15083,구일우성APT 버스  정보 얼마나 언제와,bus
15084,남구로시장입구 버스 도착 정보 시간 언제,bus
15085,구로역 버스 도착 예정 얼마나,bus
15086,AK플라자 버스  시간 몇분 언제와,bus
15087,구로변전소 버스  예정,bus
15088,남구로시장 버스 도착 시간 시간 알려줘,bus
15089,구로고 버스 도착 정보  언제,bus
15090,고용노동부관악지청 버스  예정  알려줘,bus
15091,신도림동 버스  시간 몇분 언제,bus
15092,구로3동주민센터 버스  정보  알려줘,bus
15093,구로4동우체국 버스  정보 시간 언제,bus
15094,남구로시장 버스 도착  얼마나 남았어,bus
15095,구로시장 버스 도착 시간 몇분 언제,bus
15096,나인스애비뉴 버스  예정 얼마나 언제야,bus
15097,구로3동주민센터 버스 도착  얼마나 남았어,bus
15098,AK플라자 버스  정보 몇분 언제야,bus
15099,삼성래미안아파트 버스 도착 정보 몇분 언제와,bus
15100,구로초등학교 버스 도착 예정 시간,bus
15101,나인스애비뉴 버스  예정 시간 알려줘,bus
15102,구로고 버스   시간,bus
15103,거리공원 버스,bus
15104,구로세무서(에이스하이테크시티) 버스  시간  알려줘,bus
15105,거리공원 버스 도착 정보 시간 남았어,bus
15106,구로성심병원 버스  예정 얼마나 남았어,bus
15107,구로보건소 버스  정보 몇분 알려줘,bus
15108,구로고 버스  예정 몇분 언제와,bus
15109,구로구민회관 버스   얼마나 언제와,bus
15110,구로성심병원 버스  예정 시간 언제,bus
15111,코오롱싸이언스밸리 버스 도착  시간 언제,bus
15112,고용노동부관악지청 버스 도착  시간 남았어,bus
15113,신도림동 버스 도착 예정 몇분,bus
15114,이펜하우스3단지후문 버스 도착 예정 시간 언제,bus
15115,구로세무서(에이스하이테크시티) 버스 도착 정보  언제와,bus
15116,KEB하나은행구로공원지점 버스 도착 정보 시간 남았어,bus
15117,나인스애비뉴 버스  예정  남았어,bus
15118,구로주공 버스 도착 정보 시간 언제야,bus
15119,구로중앙하이츠아파트 버스  시간 시간,bus
15120,구로우체국 버스  시간  알려줘,bus
15121,대성스카이렉스 버스 도착 정보 얼마나 남았어,bus
15122,나인스애비뉴 버스 도착  몇분 언제야,bus
15123,이펜하우스3단지후문 버스  정보 몇분 언제야,bus
15124,금호새솔아파트 버스  시간 시간 언제야,bus
15125,구로구민회관 버스 도착 예정 시간 남았어,bus
15126,금호새솔아파트 버스  시간 몇분,bus
15127,화원복지관 버스   얼마나 언제야,bus
15128,베스트웨스턴구로호텔 버스  예정 얼마나 알려줘,bus
15129,국민은행 버스  시간 몇분 알려줘,bus
15130,대성스카이렉스 버스 도착  몇분,bus
15131,구일우성APT 버스 도착 예정  언제와,bus
15132,KEB하나은행구로공원지점 버스 도착 예정 얼마나 언제와,bus
15133,금호새솔아파트 버스 도착 예정 몇분,bus
15134,이마트구로점 버스 도착 시간 몇분 언제야,bus
15135,고용노동부관악지청 버스 도착 정보 시간 언제,bus
15136,국민은행 버스  예정 얼마나 언제와,bus
15137,구로보건소 버스 도착 예정  언제야,bus
15138,구로4동우체국 버스  정보 시간 언제,bus
15139,연예인APT 버스  예정  남았어,bus
15140,구로세무서(에이스하이테크시티) 버스 도착  시간 언제,bus
15141,구로구민회관 버스  정보  언제와,bus
15142,구로보건소 버스 도착 정보 몇분 언제와,bus
15143,구로아트밸리 버스  시간  언제와,bus
15144,국민은행 버스  시간 얼마나 언제,bus
15145,구로1동주민센터 버스 도착 예정  알려줘,bus
15146,구로변전소 버스 도착 예정  남았어,bus
15147,나인스애비뉴 버스 도착 시간  남았어,bus
15148,삼성래미안아파트 버스  시간 몇분 언제야,bus
15149,고용노동부관악지청 버스 도착 시간  언제와,bus
15150,이펜하우스5단지후문 버스  정보 시간 알려줘,bus
15151,대성스카이렉스 버스 도착  얼마나 알려줘,bus
15152,구로1동주민센터 버스 도착 정보 시간 언제,bus
15153,구로아트밸리 버스   시간,bus
15154,남부지방법원등기국 버스 도착 정보 몇분 언제,bus
15155,구로고 버스 도착 예정,bus
15156,구로우체국 버스   얼마나 언제야,bus
15157,AK플라자 버스  정보 얼마나,bus
15158,구로보건소 버스  정보 얼마나 언제야,bus
15159,남구로시장 버스  예정 얼마나 언제와,bus
15160,남구로시장입구 버스 도착 예정 시간 남았어,bus
15161,국민은행 버스 도착 정보 얼마나 언제야,bus
15162,구로시장 버스 도착 시간 시간 언제와,bus
15163,신도림동 버스  시간 시간,bus
15164,고대구로병원정문 버스 도착 정보 얼마나 알려줘,bus
15165,이펜하우스3단지후문 버스 도착  몇분 언제와,bus
15166,구로도서관 버스  예정 얼마나 남았어,bus
15167,구로4동우체국 버스  시간 얼마나 언제,bus
15168,구로보건소 버스  정보  언제,bus
15169,구로고 버스 도착 시간 몇분 남았어,bus
15170,AK플라자 버스 도착  얼마나,bus
15171,화원복지관 버스   시간 언제,bus
15172,구로1동주민센터 버스  정보 얼마나,bus
15173,구로우체국 버스 도착 정보 얼마나,bus
15174,이펜하우스5단지후문 버스 도착,bus
15175,구로우체국 버스 도착 예정 시간 언제와,bus
15176,구로초등학교 버스 도착 예정 얼마나 남았어,bus
15177,구로주공 버스 도착   언제야,bus
15178,구로세무서(에이스하이테크시티) 버스    언제,bus
15179,화원복지관 버스 도착 예정 시간 언제와,bus
15180,구로우체국 버스 도착 예정 얼마나 언제야,bus
15181,구로고 버스  시간  남았어,bus
15182,구로구민회관 버스 도착  몇분 알려줘,bus
15183,구로중앙하이츠아파트 버스 도착 정보 몇분 언제야,bus
15184,신도림동 버스 도착 정보,bus
15185,구로시장 버스  시간  남았어,bus
15186,남구로시장입구 버스 도착 예정 몇분 남았어,bus
15187,구일우성APT 버스  시간 몇분,bus
15188,동양미래대학 버스 도착  몇분 언제야,bus
15189,구로1동주민센터 버스    알려줘,bus
15190,나인스애비뉴 버스  예정 얼마나,bus
15191,구로우체국 버스  정보 시간,bus
15192,금호새솔아파트 버스  시간 몇분,bus
15193,고용노동부관악지청 버스   얼마나 남았어,bus
15194,금호새솔아파트 버스 도착   언제와,bus
15195,구로아트밸리 버스 도착 시간  언제야,bus
15196,이마트구로점 버스  시간  언제,bus
15197,구로변전소 버스 도착 정보  언제와,bus
15198,연예인APT 버스  예정 얼마나 남았어,bus
15199,구로세무서(에이스하이테크시티) 버스 도착  몇분 언제야,bus
15200,베스트웨스턴구로호텔 버스  정보 시간 알려줘,bus
15201,고용노동부관악지청 버스  예정 시간 알려줘,bus
15202,AK플라자 버스 도착 정보 몇분,bus
15203,구로성심병원 버스 도착,bus
15204,이펜하우스5단지후문 버스  예정 시간 언제와,bus
15205,구로세무서(에이스하이테크시티) 버스  정보 시간 알려줘,bus
15206,구로도서관 버스   얼마나 언제야,bus
15207,동양미래대학 버스   얼마나 언제와,bus
15208,구로구민회관 버스  정보  언제야,bus
15209,고용노동부관악지청 버스 도착 예정 몇분 언제야,bus
15210,남구로시장 버스  시간 얼마나 알려줘,bus
15211,구로성심병원 버스 도착,bus
15212,구로우체국 버스   몇분 알려줘,bus
15213,구로4동우체국 버스  정보 얼마나 언제야,bus
15214,남구로시장 버스  시간 얼마나 언제와,bus
15215,구로역 버스  정보 얼마나,bus
